3x3x3 Blindfolded Round 1,Jeff Park,CO 1
3x3x3 Blindfolded Round 1,Jonathan Cookmeyer,0
3x3x3 Blindfolded Round 1,Jungwoo Kim,NV 1
3x3x3 Blindfolded Round 1,Keaton Ellis,0
3x3x3 Blindfolded Round 1,Kevin Matthews,0
3x3x3 Blindfolded Round 1,Mark Boyanowski,CO 1
3x3x3 Blindfolded Round 1,Matthew Dickman,0
3x3x3 Blindfolded Round 1,Michael Young,0
3x3x3 Blindfolded Round 1,Nathan Wu,AZ 1
3x3x3 Blindfolded Round 1,Neel Gore,0
3x3x3 Blindfolded Round 1,Nitin Subramanian,0
3x3x3 Blindfolded Round 1,Paul Mahvi,0
3x3x3 Blindfolded Round 1,Riley Woo,AZ 1
3x3x3 Blindfolded Round 1,Ryan Jew,0
3x3x3 Blindfolded Round 1,Scott Weston,AZ 1
3x3x3 Blindfolded Round 1,Shane Grogan,UT 1
3x3x3 Blindfolded Round 1,Shelley Chang,AZ 1
3x3x3 Blindfolded Round 1,Siddharth Manchkanti,UT 1
3x3x3 Blindfolded Round 1,Spencer Stutzman,UT 1
3x3x3 Blindfolded Round 1,Stanley Chapel,CO 1
3x3x3 Blindfolded Round 1,Ty Marshall,0
3x3x3 Blindfolded Round 1,Tyler Howlett,0
3x3x3 Blindfolded Round 1,Ziqi Li,UT 1
5x5x5 Cube Combined First Round,Albert You,0
5x5x5 Cube Combined First Round,Alex Davani,0
5x5x5 Cube Combined First Round,Alex Johnson,UT 2
5x5x5 Cube Combined First Round,Alex Yang,NV 1
5x5x5 Cube Combined First Round,Andrew Nathenson,0
5x5x5 Cube Combined First Round,Ansuman Somasundaram,0
5x5x5 Cube Combined First Round,Ant Irizarry,AZ 2
5x5x5 Cube Combined First Round,Brandon Lin,0
5x5x5 Cube Combined First Round,Bryden Rey Mendoza,AZ 1
5x5x5 Cube Combined First Round,Calix Tang,CA 1
5x5x5 Cube Combined First Round,Calvin Nielson,0
5x5x5 Cube Combined First Round,Cary Huang,0
5x5x5 Cube Combined First Round,Chia-Wei Lu,0
5x5x5 Cube Combined First Round,Christian Martin,0
5x5x5 Cube Combined First Round,Christopher Yen,0
5x5x5 Cube Combined First Round,Colton Johnston,CA 1
5x5x5 Cube Combined First Round,Danny SungIn Park,0
5x5x5 Cube Combined First Round,David Adams,CO 2
5x5x5 Cube Combined First Round,Dawson Lam,CO 1
5x5x5 Cube Combined First Round,Devin Corr-Robinett,UT 1
5x5x5 Cube Combined First Round,Edward Lin,CO 2
5x5x5 Cube Combined First Round,Efrem Blitz,UT 2
5x5x5 Cube Combined First Round,Elijah Brown,UT 1
5x5x5 Cube Combined First Round,Eric Zhao,0
5x5x5 Cube Combined First Round,Ethan Lin,NV 1
5x5x5 Cube Combined First Round,Ethan Littlejohn,UT 2
5x5x5 Cube Combined First Round,Graham Siggins,CA 2
5x5x5 Cube Combined First Round,Henry McNamara,UT 1
5x5x5 Cube Combined First Round,Hudson Sakai,AZ 1
5x5x5 Cube Combined First Round,Isabella Corona,AZ 2
5x5x5 Cube Combined First Round,Jack Leo Wilson,NV 1
5x5x5 Cube Combined First Round,Jacob Posner,0
5x5x5 Cube Combined First Round,Jaden Burkhardt,AZ 1
5x5x5 Cube Combined First Round,Jason Ostdiek,CA 2
5x5x5 Cube Combined First Round,Jeremy Benik,0
5x5x5 Cube Combined First Round,Jeremy Fleischman,0
5x5x5 Cube Combined First Round,Joe Branch,CO 1
5x5x5 Cube Combined First Round,Jonathan Cookmeyer,0
5x5x5 Cube Combined First Round,Jungwoo Kim,CA 2
5x5x5 Cube Combined First Round,Keaton Ellis,0
5x5x5 Cube Combined First Round,Kevin Hays,CO 2
5x5x5 Cube Combined First Round,Kevin Matthews,0
5x5x5 Cube Combined First Round,Kian Kwa,CA 1
5x5x5 Cube Combined First Round,Mark Boyanowski,NV 2
5x5x5 Cube Combined First Round,Matthew Dickman,0
5x5x5 Cube Combined First Round,Max Park,CO 2
5x5x5 Cube Combined First Round,Michael Chai,0
5x5x5 Cube Combined First Round,Michael Young,0
5x5x5 Cube Combined First Round,Mitchell Lane,0
5x5x5 Cube Combined First Round,Nathan Nakaguchi,CO 1
5x5x5 Cube Combined First Round,Nathan Peck,CO 2
5x5x5 Cube Combined First Round,Nathan Wu,AZ 2
5x5x5 Cube Combined First Round,Neel Gore,0
5x5x5 Cube Combined First Round,Neil Johnson,AZ 1
5x5x5 Cube Combined First Round,Nicolas Harper,AZ 2
5x5x5 Cube Combined First Round,Nitin Subramanian,0
5x5x5 Cube Combined First Round,Patric Waworuntu,CO 1
5x5x5 Cube Combined First Round,Paul Mahvi,0
5x5x5 Cube Combined First Round,Riley Woo,NV 2
5x5x5 Cube Combined First Round,Ryan Jew,0
5x5x5 Cube Combined First Round,Ryan Woytowitz,UT 1
5x5x5 Cube Combined First Round,Scott Weston,AZ 1
5x5x5 Cube Combined First Round,Sean Wang,NV 1
5x5x5 Cube Combined First Round,Shane Grogan,NV 2
5x5x5 Cube Combined First Round,Siddharth Manchkanti,CA 2
5x5x5 Cube Combined First Round,Sophie Chan,0
5x5x5 Cube Combined First Round,Spencer Stutzman,NV 2
5x5x5 Cube Combined First Round,Stanley Chapel,CA 2
5x5x5 Cube Combined First Round,Stanley Nerkowski IV,0
5x5x5 Cube Combined First Round,Timothy Castle,NV 1
5x5x5 Cube Combined First Round,Ty Marshall,0
5x5x5 Cube Combined First Round,Tyler Howlett,0
5x5x5 Cube Combined First Round,Will Newhoff,UT 2
5x5x5 Cube Combined First Round,Yash Bansal,CA 1
5x5x5 Cube Combined First Round,Zach Goldman,0
5x5x5 Cube Combined First Round,Zachary Clark,CO 1
5x5x5 Cube Combined First Round,Zeke Miller,UT 1
